,description,Address,Price,Bedroom,Bathroom,Toilet,date,State,Location
5766,Brand New 4 Bedroom Semi Detached Duplex, Harris Drive Vgc Victoria Garden City Lekki Lagos ,60000000,4,4,4,2023-05-27,Lagos,Lekki
5767,4 Bedroom Semi Detached Duplex With Bq, Magodo Isheri Ikeja Lagos ,135000000,4,4,4,2023-05-27,Lagos,Ikeja
5768,Brand New 4bedroom Fully Detached Duplex With Bq, River Valley Estate Ojodu Ikeja Lagos ,130000000,4,4,4,2023-05-27,Lagos,Ikeja
5769,Newly Build Luxury 5 Bedroom Fully Detached Duplex With Swimming Pool, Osapa Lekki Lagos ,220000000,5,5,0,2023-05-27,Lagos,Lekki
5770,5bedrooms Fully Detached Duplex With 2 Living Rooms, Lugbe Abuja Phase 4 Abuja ,65000000,5,5,5,2023-05-27,Abuja,4
5771,Tastefully Designed Fully Serviced 4bedroom Terrace Duplex, Ikota Lekki Lagos ,57000000,4,4,4,2023-05-27,Lagos,Lekki
5772,7 Bedroom Duplex With 8 Bathrooms, Diamond Estate Ipaja Agege Lagos ,60000000,7,8,7,2023-05-27,Lagos,Agege
5773,4bedroom Terrace Duplex, Chisco Ikate Elegushi Lekki Lagos ,140000000,4,4,4,2023-05-27,Lagos,Lekki
5774,Space/store/ Mini Warehouse, Agidinbgi Ikeja Lagos ,4000000,0,0,0,2023-05-27,Lagos,Ikeja
5775,Brand New 4 Bedroom Semi Detached Duplex With Bq, Adeniyi Jones Ikeja Lagos ,160000000,4,4,4,2023-05-27,Lagos,Ikeja
5776,Five Bedroom Semi Detached Duplex With Bq, Guzape Abuja Phase 1 Abuja ,250000000,5,5,5,2023-05-27,Abuja,1
5777,4 Bedroom Terrace Duplex, Guzape Abuja Phase 1 Abuja ,175000000,4,5,4,2023-05-27,Abuja,1
5778,Brand New 4bedroom Fully Detached Duplex With 1bq, Magodo Phase 1 Ikeja Lagos ,175000000,4,4,4,2023-05-27,Lagos,Ikeja
5779,4 Bedroom Semi Detached Duplex With Bq, Magodo Phase 1 Ikeja Lagos ,110000000,4,4,4,2023-05-27,Lagos,Ikeja
5780,Brand New 4 Bedroom Semi Detached Duplex, Unilag Magodo Phase 1 Magodo Isheri Ikeja Lagos ,85000000,4,4,4,2023-05-27,Lagos,Ikeja
5781,Fully Detached 5 Bedroom Duplex With Swimming Pool & Bq, Lekki County Lekki Expressway Lekki Lagos ,230000000,5,6,0,2023-05-27,Lagos,Lekki
5782,Serviced 4 Bedrooms Detached Duplex With Pool, Ikota Lekki Lagos ,80000000,4,4,5,2023-05-27,Lagos,Lekki
